data_id,year,product_id,food,production,import_quantity,export_quantity
466,1982,4,2735.0,3064.0,31.0,2.0
467,1982,5,2869.63,3876.9,155.82,298.02
468,1982,6,2766.0,1863.0,806.0,13.0
469,1982,7,9234.0,9240.0,1001.0,14.0
470,1982,8,17134.6,47403.0,3843.0,194.0
471,1982,9,101.0,18.0,87.0,0.0
472,1982,10,3781.0,3622.0,617.0,113.0
473,1982,11,686.0,3340.0,0.0,44.0
474,1982,12,2423.0,2273.0,205.0,0.0
475,1982,13,19705.0,35801.0,1035.0,160.0
476,1982,14,1685.0,1425.0,260.0,2.0
477,1982,15,1142.0,1038.0,881.0,210.0
478,1982,16,4023.0,13630.0,300.0,20.0
479,1982,17,5069.0,2400.0,7385.0,275.0
480,1982,18,197.0,140.0,73.0,17.0
481,1982,19,12016.0,14866.0,1703.0,30.0
482,1982,20,26693.0,49757.0,22127.0,1945.0
483,1983,0,5031.0,5846.3,284.4,106.6
484,1983,1,236.0,19480.0,203.0,370.0
485,1983,2,3011.0,429.0,29.0,0.0
486,1983,3,14000.0,79065.0,2634.0,2121.0
487,1983,4,2872.0,3216.0,33.0,1.6
488,1983,5,3040.54,3810.4,333.06,436.95
489,1983,6,2227.0,1462.0,628.0,20.0
490,1983,7,9251.0,9246.0,912.0,18.0
491,1983,8,17404.0,50211.0,3985.0,199.0
492,1983,9,100.0,15.0,99.0,0.0
493,1983,10,3820.0,3880.0,771.0,109.0
494,1983,11,600.0,3425.0,0.0,39.0
495,1983,12,2954.0,2760.0,254.0,0.0
496,1983,13,19953.0,37359.6,1007.0,189.0
497,1983,14,1802.0,1596.0,206.0,2.0
498,1983,15,1076.0,1021.0,331.0,240.0
499,1983,16,3584.0,15909.0,0.0,10.0
500,1983,17,5083.0,2760.0,6028.0,168.0
501,1983,18,197.0,146.0,77.0,26.0
502,1983,19,12119.0,14628.0,1654.0,35.0
503,1983,20,26795.0,43748.0,22206.0,2070.0
504,1984,0,4975.0,5833.6,212.5,94.7
505,1984,1,296.0,21550.0,140.0,410.0
506,1984,2,4244.0,521.0,30.0,0.0
507,1984,3,13600.0,81027.0,2563.0,2189.0
508,1984,4,2909.0,3268.0,28.0,2.0
509,1984,5,3550.83,4002.1,687.67,449.58
510,1984,6,2693.0,1849.0,673.0,12.0
511,1984,7,9238.0,9246.0,853.0,7.0
512,1984,8,17691.3,50421.0,3986.0,198.0
513,1984,9,82.0,17.0,83.0,0.0
514,1984,10,3783.0,3763.0,757.0,104.0
515,1984,11,560.0,3408.0,9.0,47.0
516,1984,12,2080.0,2927.0,215.0,0.0
517,1984,13,10260.0,38219.9,712.0,226.0
518,1984,14,1800.0,1686.0,114.0,2.0
519,1984,15,945.0,1094.0,154.0,530.0
520,1984,16,3631.0,12749.0,181.0,30.0
521,1984,17,5252.0,2685.0,5776.0,208.0
522,1984,18,216.0,151.0,95.0,30.0
523,1984,19,12453.0,15776.0,1674.0,32.0
524,1984,20,27436.0,44960.0,27401.0,1926.0
525,1985,0,5201.0,5894.0,201.8,126.6
526,1985,1,297.0,24745.0,395.0,225.0
527,1985,2,4370.0,533.0,29.0,0.0
528,1985,3,13400.0,81092.0,2894.0,2438.0
529,1985,4,2042.0,3357.0,23.0,2.0
530,1985,5,3464.6,3754.4,857.85,503.83
531,1985,6,2640.0,1305.0,693.0,20.0
532,1985,7,9259.0,9808.0,785.0,11.0
533,1985,8,17968.78,50169.0,4232.0,201.0
534,1985,9,77.0,21.0,52.0,0.0
535,1985,10,3777.0,3629.0,788.0,132.0
536,1985,11,602.0,3860.0,10.0,61.0
537,1985,12,2287.0,2853.0,388.0,0.0
538,1985,13,18864.0,34092.9,750.0,237.0
539,1985,14,1957.0,1816.0,141.0,2.0
540,1985,15,997.0,1001.0,386.0,240.0
541,1985,16,2318.0,14300.0,224.0,20.0
542,1985,17,5719.0,2260.0,4529.0,181.0
543,1985,18,243.0,152.0,108.0,18.0
544,1985,19,22224.0,13182.0,1743.0,33.0
545,1985,20,28462.0,43200.0,21663.0,1658.0
546,1986,0,5341.0,3860.9,181.8,301.5
547,1986,1,198.0,26671.0,367.0,420.0
548,1986,2,4840.0,403.0,30.0,0.0
549,1986,3,12800.0,81015.0,2987.0,2575.0
550,1986,4,2206.0,3559.0,23.0,2.0
551,1986,5,3756.4,3766.9,910.84,703.49
552,1986,6,2376.0,1588.0,730.0,24.0
553,1986,7,9262.0,9670.0,682.0,12.0
554,1986,8,18252.51,52217.0,4236.0,214.0
555,1986,9,58.0,11.0,56.0,0.0
